,Hannanum,Kkma,Komoran,Mecab,Twitter
1,0.6590790748596191,5.698768854141235,5.486556053161621,0.0006699562072753906,1.4869911670684814
10,0.41559815406799316,0.1404399871826172,3.79026198387146,0.017763853073120117,0.6830501556396484
100,0.4206380844116211,0.24155282974243164,6.572955131530762,0.08292102813720703,0.04277992248535156
1000,1.2805418968200684,1.5027520656585693,5.995219945907593,0.1965649127960205,0.5534441471099854
10000,3.162447929382324,3.9542109966278076,9.52586507797,0.30448484420776367,0.34398603439331055
100000,8.82508897781372,35.716285943984985,25.600752115249634,0.28375792503356934,2.4713659286499023
